,tweet_id,name,type,rating_numerator,rating_denominator,rating
683,788412144018661376,Dexter,None,11,10,1.1
684,788178268662984705,None,None,13,10,1.3
685,788150585577050112,Leo,None,13,10,1.3
687,788039637453406209,None,None,12,10,1.2
688,787810552592695296,Frank,None,11,10,1.1
689,787717603741622272,Tonks,puppo,13,10,1.3
690,787397959788929025,Moose,None,11,10,1.1
691,787322443945877504,Lincoln,None,10,10,1.0
693,786963064373534720,Rory,None,12,10,1.2
696,786664955043049472,None,None,12,10,1.2
697,786595970293370880,Dale,None,11,10,1.1
698,786363235746385920,Rizzo,doggo,13,10,1.3
699,786286427768250368,Arnie,None,12,10,1.2
700,786233965241827333,Mattie,None,11,10,1.1
701,786051337297522688,None,puppo,13,10,1.3
703,785927819176054784,Lucy,None,12,10,1.2
704,785872687017132033,Rusty,None,12,10,1.2
705,785639753186217984,Pinot,pupper,10,10,1.0
706,785533386513321988,Dallas,None,11,10,1.1
707,785515384317313025,None,None,10,10,1.0
708,785264754247995392,Doc,None,12,10,1.2
709,785170936622350336,Hero,None,11,10,1.1
710,784826020293709826,Rusty,None,13,10,1.3
711,784517518371221505,Frankie,None,11,10,1.1
712,784431430411685888,Stormy,None,12,10,1.2
713,784183165795655680,Reginald,puppo,12,10,1.2
714,784057939640352768,Balto,None,12,10,1.2
715,783839966405230592,Riley,None,13,10,1.3
716,783821107061198850,Mairi,None,12,10,1.2
717,783695101801398276,Loomis,None,12,10,1.2
718,783466772167098368,Finn,None,11,10,1.1
719,783391753726550016,Godi,None,13,10,1.3
721,783334639985389568,Dave,None,12,10,1.2
722,783085703974514689,Earl,None,11,10,1.1
723,782969140009107456,Cali,None,12,10,1.2
724,782747134529531904,Deacon,doggo,11,10,1.1
725,782722598790725632,Penny,None,10,10,1.0
726,782598640137187329,Timmy,None,11,10,1.1
727,782305867769217024,Sampson,doggo,12,10,1.2
729,781955203444699136,Chipson,None,11,10,1.1
730,781661882474196992,None,None,5,10,0.5
731,781655249211752448,Combo,doggo,11,10,1.1
732,781524693396357120,None,None,12,10,1.2
733,781308096455073793,None,pupper,12,10,1.2
734,781251288990355457,Oakley,None,11,10,1.1
735,781163403222056960,None,None,10,10,1.0
736,780931614150983680,None,puppo,13,10,1.3
737,780858289093574656,Dash,None,10,10,1.0
738,780800785462489090,Koda,None,11,10,1.1
739,780601303617732608,Hercules,None,12,10,1.2
740,780543529827336192,None,None,12,10,1.2
743,780459368902959104,Bear,None,11,10,1.1
744,780192070812196864,None,None,11,10,1.1
746,780074436359819264,None,doggo,10,10,1.0
747,779834332596887552,Scout,None,11,10,1.1
748,779377524342161408,None,pupper,12,10,1.2
750,779123168116150273,Reggie,None,12,10,1.2
751,779056095788752897,None,None,13,10,1.3
752,778990705243029504,Jay,None,11,10,1.1
754,778764940568104960,None,None,13,10,1.3
755,778748913645780993,Mya,None,11,10,1.1
756,778650543019483137,Strider,None,10,10,1.0
757,778624900596654080,Penny,None,11,10,1.1
758,778408200802557953,None,None,14,10,1.4
760,778383385161035776,Nala,None,13,10,1.3
761,778286810187399168,Stanley,None,11,10,1.1
762,778039087836069888,None,pupper,12,10,1.2
765,777885040357281792,Wesley,None,3,10,0.3
766,777684233540206592,None,None,12,10,1.2
768,777621514455814149,Derek,None,12,10,1.2
769,777189768882946048,Jeffrey,None,12,10,1.2
771,776813020089548800,Solomon,None,12,10,1.2
772,776477788987613185,Huck,pupper,11,10,1.1
774,776218204058357768,None,floofer,13,10,1.3
775,776201521193218049,O,None,10,10,1.0
776,776113305656188928,Sampson,pupper,11,10,1.1
777,776088319444877312,None,None,10,10,1.0
779,775842724423557120,Blue,None,12,10,1.2
780,775733305207554048,Anakin,doggo,11,10,1.1
781,775729183532220416,None,None,13,10,1.3
782,775364825476165632,Finley,doggo,11,10,1.1
783,775350846108426240,Maximus,None,12,10,1.2
785,775085132600442880,Tucker,None,13,10,1.3
786,774757898236878852,Finley,None,12,10,1.2
787,774639387460112384,Sprinkles,None,10,10,1.0
788,774314403806253056,None,None,14,10,1.4
789,773985732834758656,Winnie,pupper,11,10,1.1
790,773922284943896577,Heinrich,None,12,10,1.2
791,773704687002451968,Loki,None,12,10,1.2
792,773670353721753600,Shakespeare,None,10,10,1.0
793,773547596996571136,Chelsea,pupper,11,10,1.1
795,773308824254029826,Bungalo,None,12,10,1.2
796,773247561583001600,Chip,None,10,10,1.0
797,773191612633579521,Grey,None,12,10,1.2
798,772877495989305348,None,None,11,10,1.1
799,772826264096874500,Roosevelt,None,11,10,1.1
801,772581559778025472,a,None,10,10,1.0
802,772193107915964416,Willem,pupper,12,10,1.2
803,772152991789019136,None,None,10,10,1.0
804,772117678702071809,Jack,None,12,10,1.2
805,772114945936949249,Finn,None,10,10,1.0
806,772102971039580160,Penny,None,11,10,1.1
807,771908950375665664,None,doggo,13,10,1.3
808,771770456517009408,Davey,None,11,10,1.1
809,771500966810099713,Dakota,None,12,10,1.2
810,771380798096281600,Fizz,None,11,10,1.1
812,771136648247640064,Dixie,None,11,10,1.1
813,771102124360998913,Charlie,None,12,10,1.2
814,771014301343748096,None,None,7,10,0.7
816,770787852854652928,Winston,None,10,10,1.0
817,770772759874076672,Sebastian,None,11,10,1.1
819,770655142660169732,very,None,11,10,1.1
820,770414278348247044,Al,None,11,10,1.1
821,770293558247038976,Jackson,None,10,10,1.0
823,770069151037685760,Carbon,None,10,10,1.0
824,769940425801170949,Klein,None,12,10,1.2
825,769695466921623552,Titan,None,13,10,1.3
827,769212283578875904,DonDon,None,12,10,1.2
828,768970937022709760,Kirby,None,12,10,1.2
830,768855141948723200,Jesse,None,11,10,1.1
831,768609597686943744,Lou,None,10,10,1.0
832,768596291618299904,Oakley,None,12,10,1.2
834,768473857036525572,Chevy,None,11,10,1.1
835,768193404517830656,Gerald,doggo,8,10,0.8
836,767884188863397888,Tito,None,10,10,1.0
837,767754930266464257,Philbert,None,11,10,1.1
838,767500508068192258,Louie,None,12,10,1.2
839,767191397493538821,None,doggo,13,10,1.3
840,767122157629476866,Rupert,None,13,10,1.3
842,766793450729734144,Rufus,None,10,10,1.0
843,766714921925144576,None,None,13,10,1.3
844,766693177336135680,Brudge,None,11,10,1.1
845,766423258543644672,Shadoe,None,9,10,0.9
846,766313316352462849,Oscar,None,12,10,1.2
848,766069199026450432,Juno,None,12,10,1.2
849,766008592277377025,Angel,None,11,10,1.1
850,765719909049503744,Brat,None,12,10,1.2
851,765669560888528897,Tove,None,12,10,1.2
852,765395769549590528,my,None,13,10,1.3
853,765371061932261376,Louie,pupper,11,10,1.1
854,765222098633691136,Gromit,None,10,10,1.0
855,764857477905154048,Aubie,None,12,10,1.2
856,764259802650378240,Kota,None,10,10,1.0
857,763956972077010945,None,doggo,12,10,1.2
858,763837565564780549,Alfie,None,11,10,1.1
859,763183847194451968,Clark,None,8,10,0.8
861,763103485927849985,Belle,None,10,10,1.0
862,762699858130116608,Leela,None,11,10,1.1
863,762471784394268675,Glenn,None,12,10,1.2
864,762464539388485633,Buddy,None,12,10,1.2
865,762316489655476224,Scout,None,11,10,1.1
866,762035686371364864,None,None,14,10,1.4
867,761976711479193600,Shelby,None,12,10,1.2
869,761745352076779520,None,None,11,10,1.1
870,761672994376806400,None,None,10,10,1.0
871,761599872357261312,Sephie,None,11,10,1.1
873,761334018830917632,Bruce,None,10,10,1.0
874,761292947749015552,Bonaparte,None,11,10,1.1
875,761227390836215808,Albert,None,10,10,1.0
876,761004547850530816,Bo,None,11,10,1.1
877,760893934457552897,Wishes,doggo,11,10,1.1
878,760656994973933572,Rose,None,11,10,1.1
879,760641137271070720,Theo,None,12,10,1.2
880,760539183865880579,Atlas,None,12,10,1.2
881,760521673607086080,None,doggo,12,10,1.2
882,760290219849637889,Rocco,None,13,10,1.3
883,760252756032651264,Fido,None,4,10,0.4
884,760190180481531904,Sadie,None,10,10,1.0
886,759943073749200896,None,pupper,12,10,1.2
887,759923798737051648,None,None,10,10,1.0
888,759846353224826880,Kirby,None,11,10,1.1
889,759793422261743616,Maggie,pupper,12,10,1.2
891,759557299618865152,Emma,None,10,10,1.0
892,759447681597108224,Oakley,None,11,10,1.1
893,759446261539934208,None,None,10,10,1.0
894,759197388317847553,Luna,None,12,10,1.2
896,759099523532779520,Toby,None,7,10,0.7
897,759047813560868866,Spencer,None,11,10,1.1
898,758854675097526272,Lilli,None,11,10,1.1
899,758828659922702336,None,doggo,13,10,1.3
900,758740312047005698,Boston,None,12,10,1.2
901,758474966123810816,Brandonald,None,11,10,1.1
903,758405701903519748,Odie,None,10,10,1.0
904,758355060040593408,Corey,None,11,10,1.1
905,758099635764359168,None,None,13,10,1.3
906,758041019896193024,None,None,9,10,0.9
907,757741869644341248,Leonard,None,10,10,1.0
909,757725642876129280,Beckham,None,11,10,1.1
910,757611664640446465,Cooper,None,12,10,1.2
912,757596066325864448,None,None,4,10,0.4
913,757400162377592832,None,None,13,10,1.3
914,757393109802180609,None,doggo,10,10,1.0
915,757354760399941633,Devón,None,8,10,0.8
916,756998049151549440,Oliver,None,11,10,1.1
917,756939218950160384,Jax,pupper,12,10,1.2
918,756651752796094464,Gert,None,11,10,1.1
919,756526248105566208,None,doggo,13,10,1.3
920,756303284449767430,None,None,11,10,1.1
921,756288534030475264,None,None,12,10,1.2
922,756275833623502848,None,puppo,10,10,1.0
923,755955933503782912,None,pupper,12,10,1.2
924,755206590534418437,one,doggo,14,10,1.4
925,755110668769038337,Watson,None,13,10,1.3
927,754856583969079297,Winnie,None,11,10,1.1
928,754747087846248448,Keith,None,12,10,1.2
929,754482103782404096,Milo,None,10,10,1.0
930,754449512966619136,Dex,None,11,10,1.1
931,754120377874386944,None,None,10,10,1.0
932,754011816964026368,Charlie,None,12,10,1.2
933,753655901052166144,None,None,10,10,1.0
934,753420520834629632,None,None,11,10,1.1
935,753398408988139520,Scout,None,12,10,1.2
936,753375668877008896,Hank,None,8,10,0.8
938,753294487569522689,Ace,None,11,10,1.1
939,753039830821511168,None,None,13,10,1.3
940,753026973505581056,Tayzie,None,10,10,1.0
941,752932432744185856,Carl,None,12,10,1.2
942,752917284578922496,Grizzie,None,11,10,1.1
944,752682090207055872,None,doggo,10,10,1.0
945,752660715232722944,None,doggo,10,10,1.0
946,752568224206688256,None,None,9,10,0.9
947,752519690950500352,None,puppo,11,10,1.1
948,752334515931054080,None,doggo,8,10,0.8
950,752173152931807232,Brody,None,12,10,1.2
951,751950017322246144,Lola,pupper,13,10,1.3
952,751937170840121344,Ruby,None,11,10,1.1
953,751830394383790080,Tucker,None,12,10,1.2
954,751793661361422336,Fred,None,11,10,1.1
955,751598357617971201,Toby,None,13,10,1.3
956,751583847268179968,None,pupper,5,10,0.5
957,751538714308972544,Max,None,10,10,1.0
958,751456908746354688,None,pupper,12,10,1.2
959,751251247299190784,Gilbert,None,10,10,1.0
960,751205363882532864,None,None,12,10,1.2
961,751132876104687617,Cooper,puppo,10,10,1.0
962,750868782890057730,Milo,pupper,11,10,1.1
963,750719632563142656,Meyer,None,12,10,1.2
964,750506206503038976,Malcolm,pupper,8,10,0.8
965,750429297815552001,Arnie,None,12,10,1.2
966,750383411068534784,Zoe,pupper,9,10,0.9
967,750381685133418496,None,doggo,13,10,1.3
968,750147208377409536,None,None,13,10,1.3
969,750132105863102464,Stewie,None,11,10,1.1
970,750117059602808832,Calvin,None,10,10,1.0
971,750101899009982464,Lilah,None,11,10,1.1
972,750086836815486976,Spanky,None,12,10,1.2
973,750071704093859840,None,pupper,10,10,1.0
974,750056684286914561,Jameson,None,11,10,1.1
975,750041628174217216,Beau,None,13,10,1.3
976,750026558547456000,Jax,None,10,10,1.0
977,750011400160841729,Piper,doggo,11,10,1.1
978,749996283729883136,Bo,None,12,10,1.2
980,749774190421639168,Lucy,None,12,10,1.2
981,749417653287129088,Finn,pupper,11,10,1.1
982,749403093750648834,None,None,10,10,1.0
983,749395845976588288,George,None,10,10,1.0
984,749317047558017024,Blu,floofer,12,10,1.2
985,749075273010798592,Boomer,doggo,11,10,1.1
986,749064354620928000,Winston,None,11,10,1.1
987,749036806121881602,Dietrich,None,8,10,0.8
988,748977405889503236,not,None,10,10,1.0
989,748932637671223296,Divine,doggo,13,10,1.3
990,748705597323898880,None,None,13,10,1.3
991,748699167502000129,Tripp,None,11,10,1.1
992,748692773788876800,his,doggo,10,10,1.0
993,748575535303884801,one,None,6,10,0.6
994,748568946752774144,Cora,None,12,10,1.2
995,748346686624440324,None,None,10,10,1.0
996,748337862848962560,None,pupper,13,10,1.3
997,748324050481647620,Duke,None,11,10,1.1
998,748307329658011649,None,None,7,10,0.7
999,748220828303695873,None,None,13,10,1.3
1000,747963614829678593,None,pupper,10,10,1.0
1001,747933425676525569,None,None,11,10,1.1
1002,747885874273214464,a,None,8,10,0.8
1003,747844099428986880,Huxley,None,11,10,1.1
1004,747816857231626240,a,None,4,10,0.4
1005,747651430853525504,None,pupper,12,10,1.2
1006,747648653817413632,Keurig,None,12,10,1.2
1007,747600769478692864,Bookstore,None,10,10,1.0
1008,747594051852075008,None,None,11,10,1.1
1009,747512671126323200,None,None,10,10,1.0
1010,747461612269887489,None,None,10,10,1.0
1011,747439450712596480,Linus,None,12,10,1.2
1013,747219827526344708,Atticus,None,11,10,1.1
1014,747204161125646336,Clark,None,10,10,1.0
1015,747103485104099331,None,None,11,10,1.1
1016,746906459439529985,None,None,0,10,0.0
1017,746872823977771008,a,None,11,10,1.1
1018,746818907684614144,None,None,13,10,1.3
1019,746790600704425984,None,None,10,10,1.0
1020,746757706116112384,Maddie,None,11,10,1.1
1021,746726898085036033,Abby,None,12,10,1.2
1022,746542875601690625,None,floofer,11,10,1.1
1024,746507379341139972,Shiloh,None,10,10,1.0
1025,746369468511756288,an,None,9,10,0.9
1026,746131877086527488,Gustav,None,10,10,1.0
1027,746056683365994496,Arlen,None,11,10,1.1
1028,745789745784041472,Gus,None,10,10,1.0
1029,745712589599014916,Percy,None,7,10,0.7
1030,745433870967832576,Lenox,doggo,10,10,1.0
1031,745422732645535745,very,None,9,10,0.9
1032,745314880350101504,Sugar,None,12,10,1.2
1033,745074613265149952,Jeffrey,None,11,10,1.1
1034,745057283344719872,Oliver,None,12,10,1.2
1035,744995568523612160,Abby,puppo,9,10,0.9
1036,744971049620602880,Indie,None,12,10,1.2
1037,744709971296780288,Harvey,None,10,10,1.0
1038,744334592493166593,Blanket,None,11,10,1.1
1039,744234799360020481,None,doggo,13,10,1.3
1040,744223424764059648,actually,pupper,12,10,1.2
1041,743980027717509120,Geno,None,11,10,1.1
1042,743895849529389061,None,None,10,10,1.0
1044,743609206067040256,Stark,None,10,10,1.0
1045,743595368194129920,Harold,None,7,10,0.7
1046,743545585370791937,Bentley,None,11,10,1.1
1047,743510151680958465,Beya,None,13,10,1.3
1048,743253157753532416,Kilo,puppo,10,10,1.0
1049,743222593470234624,a,pupper,12,10,1.2
1050,743210557239623680,Kayla,None,10,10,1.0
1051,742534281772302336,None,doggo,11,10,1.1
1052,742528092657332225,Maxaroni,None,10,10,1.0
1053,742465774154047488,None,pupper,14,10,1.4
1054,742423170473463808,Bell,None,12,10,1.2
1055,742385895052087300,Phil,None,11,10,1.1
1056,742161199639494656,Doug,None,12,10,1.2
1057,742150209887731712,Edmund,pupper,8,10,0.8
1058,741793263812808706,None,None,10,10,1.0
1059,741743634094141440,Aqua,pupper,11,10,1.1
1060,741438259667034112,Tucker,None,9,10,0.9
1061,741303864243200000,Theodore,None,12,10,1.2
1062,741099773336379392,Ted,None,11,10,1.1
1063,741067306818797568,just,pupper,12,10,1.2
1064,740995100998766593,Leo,None,10,10,1.0
1065,740711788199743490,None,None,9,10,0.9
1066,740699697422163968,Chip,None,8,10,0.8
1067,740676976021798912,Baloo,pupper,11,10,1.1
1068,740373189193256964,None,None,9,10,0.9
1069,740365076218183684,None,None,10,10,1.0
1070,740359016048689152,Chase,None,9,10,0.9
1071,740214038584557568,getting,None,10,10,1.0
1072,739979191639244800,Nollie,None,12,10,1.2
1073,739932936087216128,Rorie,None,10,10,1.0
1074,739844404073074688,Simba,None,12,10,1.2
1075,739623569819336705,None,doggo,12,10,1.2
1076,739606147276148736,Benji,pupper,9,10,0.9
1077,739544079319588864,None,None,10,10,1.0
1078,739485634323156992,Kyle,None,6,10,0.6
1079,739238157791694849,None,doggo,13,10,1.3
1080,738891149612572673,None,None,13,10,1.3
1081,738885046782832640,Charles,None,11,10,1.1
1082,738883359779196928,None,None,10,10,1.0
1083,738537504001953792,Bayley,puppo,11,10,1.1
1084,738402415918125056,None,None,10,10,1.0
1085,738184450748633089,None,None,9,10,0.9
1086,738166403467907072,Axel,None,12,10,1.2
1087,738156290900254721,Storkson,None,10,10,1.0
1088,737826014890496000,Remy,None,10,10,1.0
1089,737800304142471168,Bella,None,10,10,1.0
1090,737678689543020544,None,None,11,10,1.1
1091,737445876994609152,None,floofer,13,10,1.3
1092,737322739594330112,Lily,None,9,10,0.9
1093,737310737551491075,None,None,13,10,1.3
1094,736736130620620800,Chadrick,None,13,10,1.3
1095,736392552031657984,mad,pupper,13,10,1.3
1096,736365877722001409,Rory,pupper,11,10,1.1
1097,736225175608430592,very,None,10,10,1.0
1098,736010884653420544,None,None,10,10,1.0
1099,735991953473572864,Maxaroni,None,11,10,1.1
1100,735648611367784448,None,pupper,12,10,1.2
1101,735635087207878657,Dakota,None,11,10,1.1
1102,735274964362878976,None,None,11,10,1.1
1103,735256018284875776,Kellogg,doggo,8,10,0.8
1104,735137028879360001,Buckley,pupper,9,10,0.9
1105,734912297295085568,Jax,None,10,10,1.0
1106,734787690684657664,None,None,13,10,1.3
1107,734776360183431168,Livvie,None,11,10,1.1
1108,734559631394082816,None,None,10,10,1.0
1109,733828123016450049,Terry,None,10,10,1.0
1110,733822306246479872,Moose,floofer,10,10,1.0
1111,733482008106668032,None,None,10,10,1.0
1112,733460102733135873,Hermione,None,11,10,1.1
1113,733109485275860992,None,pupper,12,10,1.2
1114,732732193018155009,Ralpher,None,12,10,1.2
1115,732726085725589504,Aldrick,None,11,10,1.1
1116,732585889486888962,None,None,10,10,1.0
1117,732375214819057664,Kyle,doggo,11,10,1.1
1118,732005617171337216,Larry,None,11,10,1.1
1119,731285275100512256,Solomon,None,12,10,1.2
1121,730924654643314689,unacceptable,None,9,10,0.9
1122,730573383004487680,Rooney,pupper,10,10,1.0
1123,730427201120833536,Crystal,None,11,10,1.1
1124,730211855403241472,Ziva,None,11,10,1.1
1125,730196704625098752,Charles,None,6,10,0.6
1126,729854734790754305,Ollie,None,11,10,1.1
1127,729838605770891264,None,None,12,10,1.2
1128,729823566028484608,Stefan,None,13,10,1.3
1129,729463711119904772,Pupcasso,None,13,10,1.3
1130,729113531270991872,None,None,10,10,1.0
1131,728986383096946689,Puff,None,11,10,1.1
1132,728760639972315136,None,None,13,10,1.3
1133,728751179681943552,Flurpson,None,10,10,1.0
1134,728653952833728512,Coleman,None,8,10,0.8
1135,728409960103686147,Wallace,None,10,10,1.0
1136,728387165835677696,Enchilada,None,12,10,1.2
1137,728046963732717569,Raymond,None,11,10,1.1
1138,728035342121635841,all,pupper,12,10,1.2
1139,728015554473250816,Rueben,pupper,11,10,1.1
1140,727685679342333952,Cilantro,None,12,10,1.2
1141,727644517743104000,None,doggo,13,10,1.3
1142,727524757080539137,None,pupper,10,10,1.0
1143,727314416056803329,None,pupper,11,10,1.1
1144,727286334147182592,None,None,9,10,0.9
1145,727175381690781696,Karll,None,10,10,1.0
1146,727155742655025152,None,None,11,10,1.1
1147,726935089318363137,Sprout,None,12,10,1.2
1148,726887082820554753,Blitz,None,10,10,1.0
1149,726828223124897792,Bloop,None,12,10,1.2
1150,726224900189511680,None,None,9,10,0.9
1151,725842289046749185,Colby,None,12,10,1.2
1152,725786712245440512,Lillie,pupper,11,10,1.1
1153,725729321944506368,Lola,None,12,10,1.2
1154,725458796924002305,None,None,13,10,1.3
1155,724983749226668032,Fred,None,12,10,1.2
1156,724771698126512129,None,doggo,11,10,1.1
1157,724405726123311104,Ashleigh,pupper,10,10,1.0
1158,724049859469295616,Kreggory,None,10,10,1.0
1159,724046343203856385,Sarge,None,10,10,1.0
1160,724004602748780546,Luther,pupper,11,10,1.1
1161,723912936180330496,Sugar,None,12,10,1.2
1162,723688335806480385,Reginald,None,12,10,1.2
1163,723673163800948736,Ivar,None,10,10,1.0
1164,723179728551723008,Jangle,None,8,10,0.8
1165,722974582966214656,None,None,4,10,0.4
1166,722613351520608256,Schnitzel,None,12,10,1.2
1167,721503162398597120,Panda,None,11,10,1.1
1168,721001180231503872,Oliver,pupper,11,10,1.1
1169,720785406564900865,Archie,None,12,10,1.2
1170,720775346191278080,Berkeley,None,10,10,1.0
1171,720415127506415616,None,None,10,10,1.0
1172,720389942216527872,Ralphé,None,11,10,1.1
1173,720340705894408192,Derek,pupper,10,10,1.0
1174,720059472081784833,Charleson,None,9,10,0.9
1175,720043174954147842,Neptune,None,11,10,1.1
1176,719991154352222208,None,doggo,10,10,1.0
1177,719704490224398336,Clyde,pupper,12,10,1.2
1178,719551379208073216,Harnold,None,10,10,1.0
1179,719367763014393856,Sid,None,11,10,1.1
1180,719339463458033665,Lucy,None,10,10,1.0
1181,719332531645071360,Pippa,None,11,10,1.1
1182,718971898235854848,Sadie,None,10,10,1.0
1183,718939241951195136,Otis,None,12,10,1.2
1184,718631497683582976,None,None,10,10,1.0
1185,718613305783398402,Carper,None,11,10,1.1
1186,718540630683709445,None,None,10,10,1.0
1187,718460005985447936,Bowie,None,9,10,0.9
1188,718454725339934721,None,None,13,10,1.3
1189,718246886998687744,Alexanderson,None,3,10,0.3
1190,718234618122661888,Suki,None,11,10,1.1
1191,717841801130979328,Barclay,None,11,10,1.1
1192,717790033953034240,None,pupper,10,10,1.0
1193,717537687239008257,a,None,11,10,1.1
1194,717428917016076293,Skittle,None,11,10,1.1
1195,717421804990701568,Ebby,None,9,10,0.9
1196,717047459982213120,Flávio,None,12,10,1.2
1197,717009362452090881,Smokey,pupper,10,10,1.0
1198,716802964044845056,Link,None,10,10,1.0
1199,716791146589110272,Jennifur,None,11,10,1.1
1200,716730379797970944,None,None,12,10,1.2
1201,716447146686459905,Ozzy,pupper,13,10,1.3
1203,716285507865542656,Stephanus,None,12,10,1.2
1204,716080869887381504,None,doggo,11,10,1.1
1205,715928423106027520,Bubbles,None,11,10,1.1
1206,715758151270801409,old,None,13,10,1.3
1207,715733265223708672,a,None,10,10,1.0
1208,715704790270025728,Bentley,None,11,10,1.1
1209,715696743237730304,Toby,None,10,10,1.0
1210,715680795826982913,Zeus,None,12,10,1.2
1211,715360349751484417,Bertson,None,11,10,1.1
1212,715342466308784130,Oscar,None,10,10,1.0
1213,715220193576927233,Nico,None,10,10,1.0
1214,715200624753819648,Michelangelope,None,12,10,1.2
1215,715009755312439296,Siba,None,12,10,1.2
1216,714982300363173890,Calbert,None,9,10,0.9
1217,714962719905021952,None,None,12,10,1.2
1218,714957620017307648,Curtis,None,10,10,1.0
1219,714631576617938945,Benedict,None,4,10,0.4
1220,714606013974974464,None,None,12,10,1.2
1221,714485234495041536,Blitz,None,10,10,1.0
1222,714258258790387713,Travis,None,10,10,1.0
1223,714251586676113411,Thumas,None,8,10,0.8
1224,714214115368108032,None,None,13,10,1.3
1225,714141408463036416,None,None,10,10,1.0
1226,713919462244790272,Kanu,None,12,10,1.2
1227,713909862279876608,Doug,None,12,10,1.2
1229,713761197720473600,Piper,None,12,10,1.2
1230,713411074226274305,None,None,11,10,1.1
1231,713177543487135744,Lance,None,10,10,1.0
1232,713175907180089344,Opie,None,10,10,1.0
1233,712809025985978368,Stubert,None,10,10,1.0
1234,712717840512598017,None,None,10,10,1.0
1235,712668654853337088,Sunny,None,10,10,1.0
1236,712438159032893441,Kane,None,11,10,1.1
1237,712309440758808576,None,pupper,12,10,1.2
1238,712097430750289920,None,None,10,10,1.0
1239,712092745624633345,Steven,None,7,10,0.7
1240,712085617388212225,Olive,None,11,10,1.1
1241,712065007010385924,Chester,None,6,10,0.6
1243,711968124745228288,Winston,pupper,10,10,1.0
1244,711743778164514816,Roosevelt,None,11,10,1.1
1245,711732680602345472,None,None,10,10,1.0
1246,711694788429553666,None,None,13,10,1.3
1247,711652651650457602,Gary,None,9,10,0.9
1248,711363825979756544,None,None,11,10,1.1
1249,711306686208872448,None,None,3,10,0.3
1250,711008018775851008,Chuckles,pupper,11,10,1.1
1251,710997087345876993,Milo,None,12,10,1.2
1252,710844581445812225,Staniel,None,10,10,1.0
1253,710833117892898816,Sora,None,12,10,1.2
1255,710609963652087808,None,None,12,10,1.2
1256,710588934686908417,Beemo,None,12,10,1.2
1257,710296729921429505,Oshie,None,12,10,1.2
1258,710283270106132480,Gunner,None,11,10,1.1
1259,710272297844797440,infuriating,None,11,10,1.1
1260,710269109699739648,None,None,13,10,1.3
1261,710153181850935296,Lacy,None,11,10,1.1
1262,710140971284037632,Tater,None,8,10,0.8
1263,710117014656950272,None,pupper,11,10,1.1
1264,709918798883774466,Watson,None,12,10,1.2
1265,709901256215666688,None,None,12,10,1.2
1266,709852847387627521,None,None,12,10,1.2
1267,709566166965075968,Olaf,None,12,10,1.2
1268,709556954897764353,Cecil,None,12,10,1.2
1269,709519240576036864,Vince,None,9,10,0.9
1270,709449600415961088,Karma,None,10,10,1.0
1271,709409458133323776,Billy,None,8,10,0.8
